Key,English,French,Russian,Dutch,Italian,Portuguese,Spanish,Japanese,Thai,Korean,Filipino,Vietnamese,Malay,Indonesian,Polish,Simplified_Chinese,Traditional_Chinese,Danish,Turkish,Uzbek,Norwegian,Swedish,Romanian
TranslateLang,English,Français,Русский,Nederlands,Italiana,Português,Española,日本語,แบบไทย,한국인,Filipino,Tiếng_Việt,Melayu,Bahasa_Indonesia,Polski,简体中文,繁體中文,Dansk,Türkçe,ozbek,Norsk,Svenska,Română
Menu,Menu,Menu,Меню,Menu,Menù,Cardápio,Menú,メニュー,เมนู,메뉴,Menu,Thực đơn,Menu,Menu,Menu,菜单,選單,Menu,Menü,Menyu,Meny,Meny,Meniul
Settings,Settings,Paramètres,Настройки,Instellingen,Impostazioni,Configurações,Ajustes,設定,การตั้งค่า,설정,Mga setting,Cài đặt,tetapan,Pengaturan,Ustawienia,设置,設定,Indstillinger,Ayarlar,Sozlamalar,Innstillinger,inställningar,Setări
Battle,Battle,Bataille,Боевой,Strijd,Battaglia,Batalha,Batalla,戦い,การต่อสู้,전투,Labanan,Trận đánh,Pertempuran,Pertarungan,Bitwa,战斗,戰鬥,Kamp,Savaş,Jang,Slag,Slåss,Luptă
Profile,Profile,Profil,Профиль,Profiel,Profilo,Perfil,Perfil,プロフィール,ประวัติโดยย่อ,프로필,Profile,Hồ sơ,Profil,Profil,Profil,轮廓,輪廓,Profil,Profil,Profil,Profil,Profil,Profil
Park,Park,Parc,Парк,Park,Parco,Parque,Parque,公園,สวน,공원,Park,Công viên,Taman,Taman,Park,公园,公園,Parkere,Park,Park,Parkere,Parkera,Parc
Shop,Shop,Boutique,Магазин,Winkel,Negozio,Comprar,Comercio,店,ร้านค้า,가게,Mamili,Cửa hàng,kedai,Toko,Sklep,店铺,店鋪,Butik,Mağaza,Do'kon,Butikk,affär,Magazin
Customize,Customize,Personnaliser,Настроить,Aanpassen,personalizzare,Customizar,Personalizar,カスタマイズ,ปรับแต่ง,사용자 정의,I-customize,Tùy chỉnh,Sesuaikan,Sesuaikan,Dostosuj,定制,客製化,Tilpas,Özelleştirmek,Moslashtiring,Tilpass,Anpassa,Personalizați
Edit Profile,Edit Profile,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...,Loading...
Kingdoms,Kingdoms,Royaumes,Королевства,Koninkrijken,Regni,Reinos,Reinos,王国,อาณาจักร,왕국,mga kaharian,Vương quốc,kerajaan,Kerajaan,Królestwa,王国,王國,Riger,Krallıklar,Shohliklar,Kongedømmer,kungadömena,Regate
Friends Corner,Friends Corner,Coin des amis,Уголок друзей,Vriendenhoek,L'angolo degli amici,Cantinho dos Amigos,Rincón de amigos,フレンズコーナー,มุมเพื่อน,프렌즈 코너,Friends Corner,Góc bạn bè,Sudut Kawan,Pojok Teman,Kącik Przyjaciół,朋友角,朋友角,Friends Corner,Arkadaşlar Köşesi,Do'stlar burchagi,Friends Corner,Friends Corner,Colțul prietenilor
Search Kingdom,Search Kingdom,Recherche Royaume,Поиск Королевства,Zoek Koninkrijk,Cerca Regno,Pesquisar Reino,Reino de búsqueda,探索王国,ค้นหาอาณาจักร,왕국 검색,Hanapin ang Kaharian,Tìm kiếm Vương quốc,Cari Kerajaan,Kerajaan Pencarian,Wyszukaj Królestwo,搜索王国,搜索王國,Søg Kingdom,Krallıkta Ara,Qirollikni qidiring,Søk i Kingdom,Sök kungariket,Caută Regatul
LogOut,LogOut,Se déconnecter,Выйти,Uitloggen,Disconnettersi,Sair,Cerrar sesión,ログアウト,ออกจากระบบ,로그 아웃,Mag-logout,Đăng xuất,Log keluar,Keluar,Wyloguj,登出,登出,Log ud,Çıkış Yap,Chiqish,Logg ut,Logga ut,Deconectați-vă
KINGDOM-JOIN KINGDOM,KINGDOM-JOIN KINGDOM,ROYAUME-REJOIGNEZ LE ROYAUME,КОРОЛЕВСТВО – ПРИСОЕДИНЯЙТЕСЬ К КОРОЛЕВСТВУ,KONINKRIJK - WORD LID VAN KONINKRIJK,KINGDOM - UNISCITI A KINGDOM,REINO-JUNTE-SE AO REINO,REINO-ÚNETE AL REINO,キングダム - キングダムに参加,ราชอาณาจักรเข้าร่วมราชอาณาจักร,왕국-왕국에 합류,KAHARIAN-SUMALI SA KAHARIAN,VƯƠNG QUỐC-THAM GIA VƯƠNG QUỐC,KERAJAAN-SERTAI KERAJAAN,KERAJAAN-BERGABUNG DENGAN KERAJAAN,KRÓLESTWO – DOŁĄCZ DO KRÓLESTWA,王国-加入王国,王國-加入王國,KONGERIGE-GÅ MED TIL KONGERIGE,KRALLIK-KRALLIĞA KATILIN,SHOHLIK-QIROLLIKGA QO'SHILING,KINGDOM-GÅ MED I KINGDOM,KUNGARIKET-GÅ MED KUNGARIKET,REGATUL-ALĂTURAȚI-VĂ ÎN REGATUL
Auto Join,Auto Join,Rejoindre automatiquement,Автоматическое присоединение,Automatische deelname,Unione automatica,Associação automática,Unirse automáticamente,自動参加,เข้าร่วมอัตโนมัติ,자동 가입,Auto Join,Tự động tham gia,Auto Sertai,Gabung Otomatis,Automatyczne dołączanie,自动加入,自動加入,Auto Join,Otomatik Katıl,Avtomatik qo'shilish,Auto Join,Auto Join,Alăturare automată
Create Kingdom,Create Kingdom,Créer un royaume,Создать Королевство,Creëer koninkrijk,Crea Regno,Criar Reino,crear reino,王国を創る,สร้างอาณาจักร,왕국 창조,Lumikha ng Kaharian,Tạo Vương quốc,Cipta Kerajaan,Ciptakan Kerajaan,Stwórz Królestwo,创建王国,創建王國,Skab kongerige,Krallık Oluştur,Shohlikni yaratish,Skap rike,Skapa kungariket,Creați regatul
SEARCH FOR A KINGDOM,SEARCH FOR A KINGDOM,RECHERCHE D'UN ROYAUME,ПОИСК КОРОЛЕВСТВА,ZOEK NAAR EEN KONINKRIJK,CERCA UN REGNO,BUSCA POR UM REINO,BÚSQUEDA DE UN REINO,王国を探す,ค้นหาอาณาจักร,왕국을 찾으세요,MAGHAHANAP NG ISANG KAHARIAN,TÌM KIẾM MỘT VƯƠNG QUỐC,CARI SEBUAH KERAJAAN,CARI KERAJAAN,SZUKAJ KRÓLESTWA,寻找王国,尋找王國,SØG EFTER ET KONGERIGE,BİR KRALLIK ARA,SHOHLIKNI Izlang,SØK ETTER ET RIKE,SÖK EFTER ETT KUNGARIKET,CAUTA UN REGAT
Search,Search,Recherche,Поиск,Zoekopdracht,Ricerca,Procurar,Buscar,検索,ค้นหา,찾다,Maghanap,Tìm kiếm,Cari,Mencari,Szukaj,搜索,搜尋,Søg,Aramak,Qidirmoq,Søk,Sök,Căutare
Invite To Kingdom,Invite To Kingdom,Inviter au Royaume,Пригласить в Королевство,Uitnodigen voor het koninkrijk,Invito al regno,Convidar para o Reino,Invitar al reino,王国へご招待,เชิญเข้าสู่อาณาจักร,왕국에 초대,Mag-imbita sa Kaharian,Mời Đến Vương Quốc,Jemput Ke Kerajaan,Undang Ke Kerajaan,Zaproś do królestwa,邀请进入王国,邀請進入王國,Inviter til riget,Krallığa Davet Et,Shohlikka taklif qiling,Inviter til riket,Bjud in till kungariket,Invită în Regat
Disband Kingdom,Disband Kingdom,Dissoudre le royaume,Расформировать Королевство,Koninkrijk ontbinden,Sciogliere il Regno,Dissolver Reino,Disolver el reino,王国を解散する,ยุบอาณาจักร,왕국해체,Iwaksi ang Kaharian,Vương quốc giải tán,Bubarkan Kerajaan,Bubarkan Kerajaan,Rozwiązać Królestwo,解散王国,解散王國,Opløs Riget,Krallığı Dağıt,Shohlikni tarqating,Oppløse riket,Upplösa kungariket,Dizolvați Regatul
Leave Kigdom,Leave Kigdom,Quitter le Royaume,Покинуть Королевство,Verlaat Kigdom,Lascia Regno,Sair do Kigdom,salir del reino,王国を離れる,ทิ้งกิ๊กโดมไว้,키그돔을 떠나세요,Umalis ka na sa Kigdom,Rời khỏi vương quốc,Tinggalkan Kigdom,Tinggalkan Kidom,Opuść Kiddom,离开王国,離開王國,Forlad Kigdom,Kingdom'dan ayrıl,Qirollikni tark eting,Forlat Kigdom,Lämna Kigdom,Părăsiți Regatul
MEMBERS,MEMBERS,MEMBRES,ЧЛЕНЫ,LEDEN,MEMBRI,MEMBROS,MIEMBROS,メンバー,สมาชิก,회원,MGA MIYEMBRO,CÁC THÀNH VIÊN,AHLI,ANGGOTA,CZŁONKOWIE,会员,會員,MEDLEMMER,ÜYELER,A'ZOLAR,MEDLEMMER,MEDLEMMAR,MEMBRII
Report,Report,Rapport,Отчет,Rapport,Rapporto,Relatório,Informe,報告,รายงาน,보고서,Ulat,Báo cáo,Laporan,Laporan,Raport,报告,報告,Rapport,Rapor,Hisobot,Rapportere,Rapportera,Raport
Edit Kingdom,Edit Kingdom,Modifier le Royaume,Редактировать Королевство,Koninkrijk bewerken,Modifica Regno,Editar Reino,Editar Reino,王国を編集する,แก้ไขอาณาจักร,왕국 편집,I-edit ang Kaharian,Chỉnh sửa Vương quốc,Edit Kingdom,Sunting Kerajaan,Edytuj Królestwo,编辑王国,編輯王國,Rediger Kongerige,Krallığı Düzenle,Qirollikni tahrirlash,Rediger Kingdom,Redigera kungariket,Editează Regatul
Role Setting,Role Setting,Définition des rôles,Настройка роли,Rol instelling,Impostazione del ruolo,Configuração de função,Configuración de roles,役割の設定,การตั้งค่าบทบาท,역할 설정,Pagtatakda ng Tungkulin,Cài đặt vai trò,Penetapan Peranan,Pengaturan Peran,Ustawienie roli,角色设定,角色設定,Rolleindstilling,Rol Ayarı,Rollarni sozlash,Rolleinnstilling,Rollinställning,Setarea rolului
Cancel,Cancel,Annuler,Отмена,Annuleren,Annulla,Cancelar,Cancelar,キャンセル,ยกเลิก,취소,Kanselahin,Hủy bỏ,Batal,Membatalkan,Anulować,取消,取消,Afbestille,İptal etmek,Bekor qilish,Avbryt,Annullera,Anulare
Choose Role,Choose Role,Choisir un rôle,Выберите роль,Kies Rol,Scegli Ruolo,Escolha a função,Elija rol,役割の選択,เลือกบทบาท,역할 선택,Piliin ang Tungkulin,Chọn vai trò,Pilih Peranan,Pilih Peran,Wybierz rolę,选择角色,選擇角色,Vælg Rolle,Rol Seç,Rolni tanlang,Velg Rolle,Välj Roll,Alegeți Rol
Set Role,Set Role,Définir le rôle,Установить роль,Rol instellen,Imposta ruolo,Definir função,Establecer rol,役割を設定する,กำหนดบทบาท,역할 설정,Itakda ang Tungkulin,Đặt vai trò,Tetapkan Peranan,Tetapkan Peran,Ustaw rolę,设置角色,設定角色,Indstil rolle,Rol Belirle,Rolni o'rnatish,Angi rolle,Ange roll,Setați rolul
Send Invite,Send Invite,Envoyer une invitation,Отправить приглашение,Uitnodiging sturen,Invia un invito,Mandar convite,Enviar invitación,招待を送る,ส่งคำเชิญ,초대장 보내기,Magpadala ng imbitasyon,Gửi lời mời,Hantar Jemputan,Kirim undangan,Wyślij zaproszenie,发送邀请,發送邀請,Send invitation,Davetiye gönder,Taklif yuborish,Send invitasjon,Skicka inbjudan,Trimite invitație
Kingdom Join Requests,Kingdom Join Requests,Demandes d’adhésion au Royaume,Запросы на присоединение к Королевству,Koninkrijkslidmaatschapsverzoeken,Richieste di adesione al Regno,Solicitações de adesão ao Reino,Solicitudes de unión al Reino,王国への参加リクエスト,คำขอเข้าร่วมราชอาณาจักร,왕국 가입 요청,Mga Kahilingan sa Pagsali sa Kaharian,Yêu cầu tham gia Vương quốc,Permintaan Sertai Kerajaan,Permintaan Bergabung Kerajaan,Prośby o przyłączenie się do królestwa,王国加入请求,王國加入請求,Anmodninger om kongerige tilmelding,Krallığa Katılma İstekleri,Shohlikka qo'shilish so'rovlari,Forespørsler om kongeriket,Anmälningar om kungariket,Solicitări de aderare la regat
View Profile,View Profile,Voir le profil,Просмотреть профиль,Bekijk profiel,Vedi profilo,Ver perfil,Ver perfil,プロフィールを見る,ดูประวัติ,프로필보기,Tingnan ang Profile,Xem hồ sơ,Lihat profil,Tampilkan profil,Zobacz profil,查看资料,查看資料,Se profil,Profili Görüntüle,Profilni ko'rish,Vis profil,Visa profil,Vezi profil
Accept,Accept,Accepter,Принимать,Aanvaarden,Accettare,Aceitar,Aceptar,受け入れる,ยอมรับ,수용하다,Tanggapin,Chấp nhận,Terima,Menerima,Zaakceptować,接受,接受,Acceptere,Kabul etmek,Qabul qiling,Aksepterer,Acceptera,Accept
Reject,Reject,Rejeter,Отклонять,Afwijzen,Rifiutare,Rejeitar,Rechazar,拒否する,ปฏิเสธ,거부하다,Tanggihan,Từ chối,Tolak,Menolak,Odrzucić,拒绝,拒絕,Afvise,Reddetmek,Rad etish,Avvis,Avvisa,Respinge
KINGDOM ROLES,KINGDOM ROLES,RÔLES DU ROYAUME,РОЛЬ КОРОЛЕВСТВА,KONINKRIJK ROLLEN,RUOLI DEL REGNO,PAPÉIS DO REINO,FUNCIONES DEL REINO,王国の役割,บทบาทของราชอาณาจักร,왕국의 역할,MGA TUNGKOL SA KAHARIAN,VAI TRÒ CỦA VƯƠNG QUỐC,PERANAN KERAJAAN,PERAN KERAJAAN,ROLE KRÓLESTWA,王国角色,王國角色,KONGERIGE ROLLER,KRALLIK ROLLERİ,SHOHLIK ROLLARI,RIKE ROLLER,KUNGARIKETS ROLLER,ROLURI REGATULUI
Leader,Leader,Chef,Лидер,Leider,Capo,Líder,Líder,リーダー,ผู้นำ,지도자,Pinuno,Lãnh đạo,Ketua,Pemimpin,Lider,领导者,領導者,Leder,Önder,Rahbar,Leder,Ledare,Lider
Co-Leader,Co-Leader,Co-leader,Соруководитель,Medeleider,Co-leader,Colíder,Co-líder,共同リーダー,ผู้นำร่วม,공동 리더,Pangalawang pinuno,đồng lãnh đạo,Pemimpin Bersama,Wakil Pemimpin,Współlider,共同领导,共同領導,Medleder,Eş Lider,Hammuallif,Medleder,Medledare,Co-lider
Officer,Officer,Officier,Офицер,Officier,Ufficiale,Policial,Oficial,役員,เจ้าหน้าที่,장교,Opisyal,Nhân viên văn phòng,Pegawai,Petugas,Oficer,官,官,Officer,Subay,Ofitser,Offiser,Officer,Ofiţer
Veteran,Veteran,Vétéran,Ветеран,Veteraan,Veterano,Veterano,Veterano,ベテラン,ทหารผ่านศึก,재향 군인,Beterano,Cựu chiến binh,Veteran,Veteran,Weteran,老将,老將,Veteran,Kıdemli,Veteran,Veteran,Veteran,Veteran
Member,Member,Membre,Член,Lid,Membro,Membro,Miembro,メンバー,สมาชิก,회원,Miyembro,Thành viên,Ahli,Anggota,Członek,成员,成員,Medlem,Üye,A'zo,Medlem,Medlem,Membru
MY ALLIANCE,MY ALLIANCE,MON ALLIANCE,МОЙ АЛЬЯНС,MIJN ALLIANTIE,LA MIA ALLEANZA,MINHA ALIANÇA,MI ALIANZA,私の同盟,พันธมิตรของฉัน,나의 동맹,ANG AKING ALYANSA,LIÊN MINH CỦA TÔI,PAKATAN SAYA,ALIANSI SAYA,MÓJ SOJUSZ,我的联盟,我的聯盟,MIN ALLIANCE,İTTİFAĞIM,MENING ittifoqim,MIN ALLIANSE,MIN ALLIANS,ALIANTA MEA
Guest,Guest,Invité,Гость,Gast,Ospite,Convidado,Invitado,ゲスト,แขก,손님,Bisita,Khách mời,tetamu,Tamu,Gość,客人,客人,Gæst,Misafir,Mehmon,Gjest,Gäst,Oaspete
Collect,Collect,Collecter,Собирать,Verzamelen,Raccogliere,Coletar,Recolectar,集める,เก็บรวบรวม,모으다,Mangolekta,Sưu tầm,Kumpul,Mengumpulkan,Zbierać,收集,收集,Indsamle,TOPLAMAK,Yig'ish,Samle inn,Samla,Colectarea
Add with player name,Add with player name,Ajouter avec le nom du joueur,Добавить с именем игрока,Voeg toe met spelersnaam,Aggiungi con il nome del giocatore,Adicionar com nome do jogador,Agregar con el nombre del jugador,プレイヤー名を付けて追加,เพิ่มด้วยชื่อผู้เล่น,플레이어 이름으로 추가,Idagdag gamit ang pangalan ng manlalaro,Thêm với tên người chơi,Tambah dengan nama pemain,Tambahkan dengan nama pemain,Dodaj z nazwą gracza,添加玩家姓名,新增玩家姓名,Tilføj med spillernavn,Oyuncu adıyla ekle,O'yinchi nomi bilan qo'shing,Legg til med spillernavn,Lägg till med spelarens namn,Adăugați cu numele jucătorului
Sort By,Sort By,Trier par,Сортировать по,Sorteer op,Ordina per,Ordenar por,Ordenar por,並べ替え,เรียงตาม,정렬 기준,Pagbukud-bukurin Ayon,Sắp xếp theo,Disusun mengikut,Sortir dengan,Sortuj według,排序方式,排序方式,Sorter efter,Göre sırala,Saralash turi,Sorter etter,Sortera efter,Filtrează după
Kingdom name,Kingdom name,Nom du royaume,Название королевства,Koninkrijksnaam,Nome del Regno,Nome do reino,nombre del reino,王国名,ชื่ออาณาจักร,왕국 이름,Pangalan ng kaharian,Tên vương quốc,Nama kerajaan,Nama Kerajaan,Imię królestwa,王国名称,王國名稱,Rigets navn,Krallık adı,Shohlik nomi,Rikets navn,Rikets namn,Nume de regat
Location,Location,Emplacement,Расположение,Plaats,Posizione,Localização,Ubicación,位置,ที่ตั้ง,위치,Lokasyon,Vị trí,Lokasi,Lokasi,Lokalizacja,地点,地點,Beliggenhed,Konum,Manzil,plassering,Plats,Locație
Join Setting,Join Setting,Rejoindre le paramètre,Настройка присоединения,Deelnemen aan instelling,Partecipa all'impostazione,Configuração de adesão,Unirse a la configuración,参加設定,เข้าร่วมการตั้งค่า,가입 설정,Sumali sa Setting,Tham gia cài đặt,Sertai Tetapan,Bergabunglah dengan Pengaturan,Dołącz do ustawienia,加入设置,加入設定,Deltag Indstilling,Katıl Ayarı,Sozlamaga qo'shilish,Bli med Innstilling,Gå med Inställning,Setarea de alăturare
Description,Description,Description,Описание,Beschrijving,Descrizione,Descrição,Descripción,説明,คำอธิบาย,설명,Paglalarawan,Sự miêu tả,Penerangan,Keterangan,Opis,描述,描述,Beskrivelse,Tanım,Tavsif,Beskrivelse,Beskrivning,Descriere
Update Kingdom,Update Kingdom,Mettre à jour le royaume,Обновить Королевство,Koninkrijk bijwerken,Aggiorna Regno,Atualizar Reino,Actualizar Reino,アップデートキングダム,อัพเดทอาณาจักร,왕국 업데이트,I-update ang Kaharian,Cập nhật Vương quốc,Kemas kini Kingdom,Perbarui Kerajaan,Zaktualizuj Królestwo,更新王国,更新王國,Opdater Kingdom,Krallığı Güncelle,Qirollikni yangilang,Oppdater Kingdom,Uppdatera kungariket,Actualizați Regatul
Warnig,Warnig,Avertissement,Варниг,Waarschuw,Avvertimento,Aviso,Advertencia,警告,วอร์นิก,경고,Warnig,Cảnh báo,Warnig,Peringatan,Ostrzeżenie,沃尼格,沃尼格,Advarsel,uyarı,Ogohlantirish,Advarsel,Varning,Warnig
Kick out,Kick out,Expulser,Выгнать,Uitschoppen,Caccia fuori,Expulsar,Echar a patadas,キックアウト,เสือกไสไล่ส่ง,내 보내,Kick out,đá ra,Menendang keluar,Mengeluarkan,Wykopać,踢出,踢出,Spark ud,dışarı at,Chiqish,Kaste ut,Sparka ut,Dă afară
Friends,Friends,Amis,Друзья,Vrienden,Amici,Amigos,Amigos,友達,เพื่อน,친구,Mga kaibigan,Bạn,Kawan-kawan,Teman-teman,Przyjaciele,朋友们,朋友們,Venner,Arkadaşlar,Do'stlar,Venner,Vänner,Prieteni
Friends Requests,Friends Requests,Demandes d'amis,Запросы в друзья,Vriendenverzoeken,Richieste di amicizia,Pedidos de amigos,Solicitudes de amigos,友達リクエスト,คำขอเป็นเพื่อน,친구 요청,Mga Kahilingan sa Kaibigan,Yêu cầu bạn bè,Permintaan Kawan,Permintaan Teman,Prośby o znajomych,好友请求,好友請求,Venneanmodninger,Arkadaşlık İstekleri,Do'stlar so'rovlari,Venneforespørsler,Vännerförfrågningar,Cereri de prieteni
Muted Friends,Muted Friends,Amis en sourdine,Приглушенные друзья,Gedempte vrienden,Amici disattivati,Amigos silenciados,Amigos silenciados,ミュートフレンズ,เพื่อนเงียบ,음소거된 친구,Naka-mute na Kaibigan,Bạn bè bị tắt tiếng,Rakan yang disenyapkan,Teman yang Dibungkam,Wyciszeni przyjaciele,静音的朋友,靜音的朋友,Afdæmpede venner,Sessiz Arkadaşlar,Ovozsiz do'stlar,Dempede venner,Dämpade vänner,Prieteni dezactivați
Search Friend,Search Friend,Rechercher un ami,Поиск друга,Zoek vriend,Cerca amico,Pesquisar amigo,Buscar amigo,友達を検索,ค้นหาเพื่อน,친구 검색,Maghanap ng Kaibigan,Tìm kiếm bạn bè,Cari Kawan,Cari Teman,Wyszukaj przyjaciela,搜索好友,搜尋好友,Søg ven,Arkadaş ara,Do'stni qidiring,Søk etter venn,Sök vän,Caută prieten
Send Coins,Send Coins,Envoyer des pièces,Отправить монеты,Stuur munten,Invia monete,Enviar moedas,enviar monedas,コインを送る,ส่งเหรียญ,코인 보내기,Magpadala ng mga barya,Gửi xu,Hantar Syiling,Kirim Koin,Wyślij monety,发送硬币,發送硬幣,Send mønter,Para Gönder,Tangalarni yuborish,Send mynter,Skicka mynt,Trimite monede
 Name, Name, Nom, Имя, Naam, Nome, Nome, Nombre, 名前, ชื่อ, 이름, Pangalan, Tên, Nama, Nama, Nazwa, 姓名, 姓名, Navn, İsim, Ism, Navn, namn, Nume
Cancel Request,Cancel Request,Demande d'annulation,Отменить запрос,Annuleer verzoek,Richiesta cancellata,Cancelar pedido,Cancelar petición,キャンセルリクエスト,ยกเลิกคำขอ,요청 취소,Kanselahin ang Kahilingan,Hủy yêu cầu,Batalkan permintaan,Batalkan permintaan,Anulować żądanie,取消请求,取消請求,Annuller anmodning,İsteği iptal et,So'rovni bekor qilish,Avbryt forespørsel,Avbryt förfrågan,Anulează cererea
Accept Request,Accept Request,Accepter la requête,Принять запрос,Accepteer verzoek,Richiesta accettata,Aceitar pedido,Aceptar petición,要請を受け入れます,ยอมรับคำขอ,요청 수락,Tanggapin ang alok,Chấp nhận yêu cầu,Terima Permintaan,Menerima permintaan,Zaakceptować prośbę,接受请求,接受請求,Accepter anmodning,Kabul et isteği,So'rovni qabul qiling,Aksepter forespørsel,Acceptera förfrågan,Acceptați cererea
Reject Request,Reject Request,Rejeter la demande,Отклонить запрос,Verzoek afwijzen,Rifiuta la richiesta,Rejeitar solicitação,Rechazar solicitud,リクエストを拒否する,ปฏิเสธคำขอ,요청 거부,Tanggihan ang Kahilingan,Từ chối yêu cầu,Tolak Permintaan,Tolak Permintaan,Odrzuć żądanie,拒绝请求,拒絕請求,Afvis anmodning,İsteği Reddet,So'rovni rad qilish,Avvis forespørsel,Avvisa begäran,Respinge cererea
