Key,English,French,Russian,Dutch,Italian,Portuguese,Spanish,Japanese,Thai,Korean,Filipino,Vietnamese,Malay,Indonesian,Polish,Simplified_Chinese,Traditional_Chinese,Danish,Turkish,Uzbek,Norwegian,Swedish,Romanian
Send Request,Send Request,Envoyer une demande,Послать запрос,Verzend verzoek,Invia richiesta,Enviar pedido,Enviar petición,リクエストの送信,ส่งคำขอ,요청 보내기,Magpadala ng Kahilingan,Gửi yêu cầu,Hantar Permintaan,Kirim Permintaan,Wysłać prośbę,发送请求,發送請求,Send anmodning,İstek gönder,So'rov yuboring,Send forespørsel,Skicka förfrågan,Trimite cerere
UnFriend,UnFriend,Désami,Удалить из друзей,Ontvriend,Non amico,Desamigo,antiamigo,アンフレンド,เลิกเป็นเพื่อน,친구가 아니다,Hindi Kaibigan,Hủy kết bạn,Tidak Kawan,Tidak Berteman,Nieprzyjaciel,解除好友关系,解除好友關係,UnFriend,Arkadaşlıktan Çıkar,Doʻstni olib tashlash,UnFriend,UnFriend,Unprieten
Mute,Mute,Muet,Немой,Stom,Muto,Mudo,Silenciar,ミュート,ปิดเสียง,무음,I-mute,Tắt tiếng,bisu,Bisu,Niemy,沉默的,沉默的,Stum,Sesini kapatmak,Ovozsiz,Stum,Stum,Mut
Un Mute,Un Mute,Un muet,Без звука,Un Mute,Un Muto,Desativar o som,Sin silencio,ミュートを解除する,ยกเลิกการปิดเสียง,음소거 해제,Un Mute,Tắt tiếng,Nyah Bisu,Membunyikan,Wyłącz wyciszenie,取消静音,取消靜音,Slå lyden fra,Sesini açmak,Ovozni o‘chirish,Slå av lyden,Avstängd,Un Mute
Your friend list is currently empty. Send some friend requests and make new connections,Your friend list is currently empty. Send some friend requests and make new connections,Votre liste d'amis est actuellement vide. Envoyez des demandes d'amis et établissez de nouvelles connexions,Ваш список друзей в настоящее время пуст. Отправляйте запросы на добавление в друзья и заводите новые знакомства,Je vriendenlijst is momenteel leeg. Stuur wat vriendschapsverzoeken en maak nieuwe connecties,La tua lista di amici è attualmente vuota. Invia alcune richieste di amicizia e crea nuove connessioni,Sua lista de amigos está vazia no momento. Envie alguns pedidos de amizade e faça novas conexões,Tu lista de amigos está actualmente vacía. Envía algunas solicitudes de amistad y haz nuevas conexiones.,あなたの友達リストは現在空です。友達リクエストを送って新しいつながりを作りましょう,รายชื่อเพื่อนของคุณว่างเปล่าในขณะนี้ ส่งคำขอเป็นเพื่อนและสร้างการเชื่อมต่อใหม่,현재 친구 목록이 비어 있습니다. 친구 요청을 보내고 새로운 관계를 맺으세요,Kasalukuyang walang laman ang iyong listahan ng kaibigan. Magpadala ng ilang kahilingan sa kaibigan at gumawa ng mga bagong koneksyon,Danh sách bạn bè của bạn hiện đang trống. Gửi một số yêu cầu kết bạn và tạo kết nối mới,Senarai rakan anda kosong pada masa ini. Hantar beberapa permintaan rakan dan buat sambungan baharu,Daftar teman Anda saat ini kosong. Kirim beberapa permintaan pertemanan dan buat koneksi baru,Twoja lista znajomych jest obecnie pusta. Wyślij kilka zaproszeń do znajomych i nawiąż nowe kontakty,您的好友列表目前为空。发送一些好友请求并建立新的联系,您的好友清單目前為空。發送一些好友請求並建立新的聯繫,Din venneliste er i øjeblikket tom. Send nogle venneanmodninger og opret nye forbindelser,Arkadaş listeniz şu anda boş. Birkaç arkadaşlık isteği gönderin ve yeni bağlantılar kurun,Doʻstlaringiz roʻyxati hozirda boʻsh. Doʻstlik soʻrovlarini yuboring va yangi ulanishlar oʻrnating,Vennelisten din er tom. Send noen venneforespørsler og få nye forbindelser,Din vänlista är för närvarande tom. Skicka några vänförfrågningar och skapa nya kontakter,Lista ta de prieteni este în prezent goală. Trimiteți niște solicitări de prietenie și faceți noi conexiuni
Feeling lonely? It's time to build your dino pack! Invite friends to join the adventure and conquer the prehistoric world together!,Feeling lonely? It's time to build your dino pack! Invite friends to join the adventure and conquer the prehistoric world together!,Se sentir seul? Il est temps de construire votre pack de dinosaures ! Invitez vos amis à rejoindre l'aventure et à conquérir le monde préhistorique ensemble !,Чувствую себя одиноко? Пришло время собрать свою динозавровую стаю! Пригласите друзей присоединиться к приключению и вместе покорить доисторический мир!,Eenzaam voelen? Het is tijd om je dinopakket samen te stellen! Nodig vrienden uit om mee te doen aan het avontuur en samen de prehistorische wereld te veroveren!,Sentirsi soli? È ora di costruire il tuo pacchetto dinosauri! Invita gli amici a unirsi all'avventura e conquistare insieme il mondo preistorico!,Sentindo solitário? É hora de construir seu pacote de dinossauros! Convide amigos para se juntarem à aventura e conquistarem o mundo pré-histórico juntos!,¿Te sientes solo? ¡Es hora de construir tu paquete de dinosaurios! ¡Invita a tus amigos a unirse a la aventura y conquistar juntos el mundo prehistórico!,孤独に感じる？恐竜パックを構築する時が来ました!友達を招待して冒険に参加し、一緒に先史時代の世界を征服しましょう!,รู้สึกเหงา? ถึงเวลาสร้างชุดไดโนของคุณแล้ว! ชวนเพื่อนๆ ร่วมผจญภัยและพิชิตโลกยุคก่อนประวัติศาสตร์ด้วยกัน!,외로움을 느끼시나요? 이제 공룡 팩을 만들 시간입니다! 친구들을 초대하여 모험에 함께 참여하고 선사시대 세계를 함께 정복하세요!,Nakaramdam ng kalungkutan? Oras na para buuin ang iyong dino pack! Anyayahan ang mga kaibigan na sumali sa pakikipagsapalaran at sama-samang lupigin ang sinaunang-panahong mundo!,Cảm giác cô đơn? Đã đến lúc xây dựng gói khủng long của bạn! Mời bạn bè tham gia cuộc phiêu lưu và cùng nhau chinh phục thế giới thời tiền sử!,Berasa sepi? Sudah tiba masanya untuk membina pek dino anda! Jemput rakan-rakan untuk menyertai pengembaraan dan menakluk dunia prasejarah bersama-sama!,Merasa kesepian? Saatnya membuat paket dino Anda! Undang teman untuk bergabung dalam petualangan dan taklukkan dunia prasejarah bersama!,Czuć się samotnie? Czas zbudować swój pakiet dinozaurów! Zaproś znajomych do przygody i wspólnie podbijajcie prehistoryczny świat!,感觉孤独？是时候构建你的恐龙包了！邀请好友一起冒险，一起征服史前世界！,感覺孤單？是時候建造你的恐龍包了！邀請好友一起冒險，一起征服史前世界！,Føler mig ensom? Det er tid til at bygge din dino-pakke! Inviter venner til at deltage i eventyret og erobre den forhistoriske verden sammen!,Yalnız hissetmek? Dino paketinizi oluşturmanın zamanı geldi! Arkadaşlarınızı maceraya katılmaya ve tarih öncesi dünyayı birlikte fethetmeye davet edin!,O'zingizni yolg'iz his qilyapsizmi? Dino to'plamini yaratish vaqti keldi! Do'stlaringizni sarguzashtga qo'shilishga va tarixdan oldingi dunyoni birgalikda zabt etishga taklif qiling!,Føler seg ensom? Det er på tide å bygge dino-pakken din! Inviter venner til å bli med på eventyret og erobre den forhistoriske verden sammen!,Känner sig ensam? Det är dags att bygga ditt dinopaket! Bjud in vänner att gå med på äventyret och erövra den förhistoriska världen tillsammans!,Te simți singur? Este timpul să-ți construiești pachetul de dino! Invitați prietenii să se alăture aventurii și să cucerească împreună lumea preistorică!
Received friend requests,Received friend requests,Demandes d'amis reçues,Получены запросы на добавление в друзья,Ontvangen vriendschapsverzoeken,Richieste di amicizia ricevute,Solicitações de amizade recebidas,Petición de amigo recibida,友達リクエストを受け取りました,ได้รับการร้องขอเป็นเพื่อน,친구요청을 받았습니다,Nakatanggap ng mga friend request,Nhận được yêu cầu kết bạn,Menerima permintaan rakan,Menerima permintaan pertemanan,Otrzymane zaproszenia do znajomych,收到好友请求,收到好友請求,Modtaget venneanmodninger,Arkadaşlık isteği alındı,Do'stlik so'rovlari olindi,Mottatt venneforespørsler,Fick vänförfrågningar,Solicitări de prietenie primite
Sent friend requests,Sent friend requests,Demandes d'amitié envoyées,Отправленные запросы в друзья,Vriendschapsverzoeken verzonden,Richieste di amicizia inviate,Enviou pedidos de amizade,Solicitudes de amistad enviadas,友達リクエストを送信しました,ส่งคำขอเป็นเพื่อนแล้ว,친구 요청을 보냈습니다.,Nagpadala ng mga kahilingan sa kaibigan,Đã gửi yêu cầu kết bạn,Menghantar permintaan rakan,Mengirim permintaan pertemanan,Wysłane zaproszenia do znajomych,已发送好友请求,已發送好友請求,Sendte venneanmodninger,Arkadaşlık istekleri gönderildi,Doʻstlik soʻrovlari yuborildi,Sendte venneforespørsler,Skickade vänförfrågningar,A trimis cereri de prietenie
Muted Players,Muted Players,Joueurs en sourdine,Приглушенные игроки,Gedempte spelers,Giocatori disattivati,Jogadores silenciados,Jugadores silenciados,ミュートされたプレーヤー,ผู้เล่นที่ปิดเสียง,음소거된 플레이어,Mga Naka-mute na Manlalaro,Người chơi bị tắt tiếng,Pemain yang disenyapkan,Pemain yang Dibungkam,Wyciszeni gracze,静音玩家,靜音玩家,Dæmpede spillere,Sessiz Oyuncular,Ovozsiz o'yinchilar,Dempede spillere,Dämpade spelare,Jucători dezactivați
Search by name or ID...,Search by name or ID...,Rechercher par nom ou identifiant...,Поиск по имени или идентификатору...,Zoek op naam of ID...,Cerca per nome o ID...,Pesquise por nome ou ID...,Buscar por nombre o DNI...,名前またはIDで検索...,ค้นหาตามชื่อหรือ ID...,이름이나 아이디로 검색하세요...,Maghanap ayon sa pangalan o ID...,Tìm kiếm theo tên hoặc ID...,Cari mengikut nama atau ID...,Cari berdasarkan nama atau ID...,Szukaj według nazwy lub identyfikatora...,按姓名或 ID 搜索...,按姓名或 ID 搜尋...,Søg efter navn eller id...,Ada veya kimliğe göre arayın...,Ism yoki ID bo'yicha qidirish...,Søk etter navn eller ID...,Sök på namn eller ID...,Căutați după nume sau ID...
Search by ID,Search by ID,Rechercher par identifiant,Поиск по идентификатору,Zoek op ID,Cerca per ID,Pesquisar por ID,Buscar por identificación,IDで検索,ค้นหาด้วยรหัส,ID로 검색,Maghanap sa pamamagitan ng ID,Tìm kiếm theo ID,Cari mengikut ID,Cari berdasarkan ID,Wyszukaj według identyfikatora,按 ID 搜索,按 ID 搜尋,Søg på ID,Kimliğe göre ara,ID bo'yicha qidirish,Søk på ID,Sök på ID,Căutați după ID
Search by Name,Search by Name,Rechercher par nom,Поиск по имени,Zoek op naam,Ricerca per nome,Procura por nome,Buscar por nombre,名前で検索,ค้นหาตามชื่อ,이름으로 검색,Maghanap ayon sa Pangalan,Tìm kiếm theo tên,Cari mengikut Nama,Cari berdasarkan nama,Szukaj według nazwy,按名称搜索,按名稱搜尋,Søg på navn,Ada Göre Ara,Ism bo'yicha qidirish,Søk på navn,Sök på namn,Cauta dupa nume
Are you sure to unfriend?,Are you sure to unfriend?,Êtes-vous sûr de ne plus être ami ?,"Вы уверены, что хотите удалиться из друзей?",Weet je zeker dat je wilt ontvrienden?,Sei sicuro di togliere l'amicizia?,Tem certeza de que deseja cancelar a amizade?,¿Estás seguro de dejar de ser amigo?,友達を解除してもよろしいですか?,คุณแน่ใจหรือว่าจะเลิกเป็นเพื่อน?,친구 관계를 끊으시겠어요?,Sigurado ka bang mag-unfriend?,Bạn có chắc chắn hủy kết bạn không?,Adakah anda pasti untuk menyahkawan?,Apakah kamu yakin untuk berhenti berteman?,Czy na pewno chcesz usunąć przyjaciela?,您确定要取消好友关系吗？,您確定要取消好友關係嗎？,Er du sikker på at blive uvenner?,Arkadaşlıktan çıkacağınızdan emin misiniz?,Doʻstlikni bekor qilishga ishonchingiz komilmi?,Er du sikker på at du vil bli venn?,Är du säker på att bli vän?,Sunteți sigur că vă dezamăgiți?
User Name,User Name,Nom d'utilisateur,Имя пользователя,Gebruikersnaam,Nome utente,Nome de usuário,Nombre de usuario,ユーザー名,ชื่อผู้ใช้,사용자 이름,User Name,Tên tài khoản,Nama Pengguna,Nama belakang,Nazwa użytkownika,用户名,使用者名稱,Brugernavn,Kullanıcı adı,Foydalanuvchi nomi,Brukernavn,Användarnamn,Nume de utilizator
Nick Name,Nick Name,Surnom,Ник Имя,Bijnaam,Soprannome,Apelido,Apodo,ニックネーム,ชื่อนิค,닉네임,Palayaw,Tên nick,Nama Panggilan,Nama panggilan,Przezwisko,昵称,暱稱,Kaldenavn,Takma ad,Taxallus nomi,Kallenavn,Smeknamn,Poreclă
Enter your nick name...,Enter your nick name...,Entre ton surnom...,Введите ваш псевдоним...,Vul je bijnaam in...,Inserisci il tuo soprannome...,Entre com seu apelido...,Ingresa tu alias...,あなたのニックネームを入力します...,ใส่ชื่อเล่นของคุณ...,닉네임을 입력하세요...,Ilagay ang iyong palayaw...,Nhập biệt danh của bạn...,Masukkan nama samaran anda...,Masukkan nama panggilan Anda...,Podaj swój nick...,输入你的昵称...,輸入你的暱稱...,Indtast dit kaldenavn...,Takma adınızı giriniz...,Taxallusingizni kiriting...,Skriv inn kallenavnet ditt...,Skriv in ditt smeknamn...,Introduce-ti porecla...
Update,Update,Mise à jour,Обновлять,Update,Aggiornamento,Atualizar,Actualizar,アップデート,อัปเดต,업데이트,Update,Cập nhật,Kemas kini,Memperbarui,Aktualizacja,更新,更新,Opdatering,Güncelleme,Yangilash,Oppdater,Uppdatering,Actualizați
Enter new user name...,Enter new user name...,Entrez le nouveau nom d'utilisateur...,Введите новое имя пользователя...,Voer een nieuwe gebruikersnaam in...,Inserisci il nuovo nome utente...,Digite o novo nome de usuário...,Introduce un nuevo nombre de usuario...,新しいユーザー名を入力してください...,กรอกชื่อผู้ใช้ใหม่...,새 사용자 이름을 입력하세요...,Maglagay ng bagong user name...,Nhập tên người dùng mới...,Masukkan nama pengguna baharu...,Masukkan nama pengguna baru...,Wprowadź nową nazwę użytkownika...,输入新用户名...,輸入新使用者名稱...,Indtast nyt brugernavn...,Yeni kullanıcı adını girin...,Yangi foydalanuvchi nomini kiriting...,Skriv inn nytt brukernavn...,Ange nytt användarnamn...,Introduceți un nou nume de utilizator...
Share Resources,Share Resources,Partager des ressources,Поделиться ресурсами,Deel bronnen,Condividi risorse,Compartilhar recursos,Compartir recursos,リソースを共有する,แบ่งปันทรัพยากร,리소스 공유,Magbahagi ng Mga Mapagkukunan,Chia sẻ tài nguyên,Kongsi Sumber,Bagikan Sumber Daya,Udostępnij zasoby,共享资源,共享資源,Del ressourcer,Kaynakları Paylaşın,Resurslarni ulashish,Del ressurser,Dela resurser,Partajați resurse
Enter other player ID...,Enter other player ID...,Entrez l'ID d'un autre joueur...,Введите идентификатор другого игрока...,Voer een andere speler-ID in...,Inserisci l'ID dell'altro giocatore...,Insira outro ID de jogador...,Introduce el ID de otro jugador...,他のプレイヤーIDを入力してください...,กรอก ID ผู้เล่นอื่น...,다른 플레이어 ID를 입력하세요...,Maglagay ng ibang player ID...,Nhập ID người chơi khác...,Masukkan ID pemain lain...,Masukkan ID pemain lain...,Wprowadź inny identyfikator gracza...,输入其他玩家ID...,輸入其他玩家ID...,Indtast et andet spiller-id...,Diğer oyuncu kimliğini girin...,Boshqa oʻyinchi identifikatorini kiriting...,Skriv inn annen spiller-ID...,Ange andra spelar-ID...,Introduceți ID-ul celuilalt jucător...
Enter quantity...,Enter quantity...,Entrez la quantité...,Введите количество...,Hoeveelheid invoeren...,Inserisci la quantità...,Insira a quantidade...,Introduzca la cantidad...,数量を入力してください...,ใส่จำนวน...,수량을 입력하세요...,Ilagay ang dami...,Nhập số lượng...,Masukkan kuantiti...,Masukkan kuantitas...,Podaj ilość...,输入数量...,輸入數量...,Indtast antal...,Miktarı girin...,Miqdorni kiriting...,Angi mengde...,Ange antal...,Introdu cantitatea...
Transfer,Transfer,Transfert,Передача,Overdracht,Trasferimento,Transferir,Transferir,移行,โอนย้าย,옮기다,Paglipat,Chuyển khoản,Pemindahan,Transfer,Przenosić,转移,轉移,Overførsel,Aktar,Transfer,Overføre,Överföra,Transfer
My Team,My Team,Mon équipe,Моя команда,Mijn team,La mia squadra,Meu time,Mi equipo,私のチーム,ทีมของฉัน,내 팀,Aking Team,Đội của tôi,Pasukan saya,Kelompok ku,Moja drużyna,我的团队,我的團隊,Mit hold,Benim takımım,Mening jamoam,Mitt lag,Mitt lag,Echipa mea
Kingdom Invites,Kingdom Invites,Invitations au Royaume,Королевство приглашает,Koninkrijk uitnodigingen,Inviti del Regno,Convites do Reino,Invitaciones del Reino,王国への招待,อาณาจักรอัญเชิญ,왕국 초대,Mga Paanyaya sa Kaharian,Lời mời Vương quốc,Jemputan Kerajaan,Undangan Kerajaan,Królestwo zaprasza,王国邀请,王國邀請,Riget inviterer,Krallık Davetleri,Shohlik taklif qiladi,Riket inviterer,Kungariket inbjuder,Invită Regatul
Reject ,Reject ,Rejeter ,Отклонять ,Afwijzen ,Rifiutare ,Rejeitar ,Rechazar ,拒否する ,ปฏิเสธ ,거부하다 ,Tanggihan ,Từ chối ,Tolak ,Menolak ,Odrzucić ,拒绝 ,拒絕 ,Afvise ,Reddetmek ,Rad etish ,Avvis ,Avvisa ,Respinge 
No kingdom invitations yet. Send out invitations to grow your kingdom!,No kingdom invitations yet. Send out invitations to grow your kingdom!,Aucune invitation de royaume pour l'instant. Envoyez des invitations pour développer votre royaume !,Приглашений в королевство пока нет. Рассылайте приглашения для развития вашего королевства!,Nog geen koninkrijksuitnodigingen. Stuur uitnodigingen om je koninkrijk te laten groeien!,Nessun invito al regno ancora. Invia inviti per far crescere il tuo regno!,Nenhum convite do reino ainda. Envie convites para expandir seu reino!,Aún no hay invitaciones al reino. ¡Envía invitaciones para hacer crecer tu reino!,王国への招待状はまだありません。招待状を送って王国を成長させましょう！,ยังไม่มีคำเชิญอาณาจักร ส่งคำเชิญเพื่อขยายอาณาจักรของคุณ!,아직 왕국 초대가 없습니다. 왕국을 성장시키기 위해 초대장을 보내세요!,Wala pang imbitasyon sa kaharian. Magpadala ng mga imbitasyon para palaguin ang iyong kaharian!,Chưa có lời mời vương quốc nào. Gửi lời mời để phát triển vương quốc của bạn!,Belum ada jemputan kerajaan. Hantar jemputan untuk mengembangkan kerajaan anda!,Belum ada undangan kerajaan. Kirimkan undangan untuk mengembangkan kerajaan Anda!,"Nie ma jeszcze zaproszeń do królestwa. Wysyłaj zaproszenia, aby rozwijać swoje królestwo!",还没有王国邀请。发出邀请来发展你的王国！,還沒有王國邀請。發出邀請來發展你的王國！,Ingen kongerige invitationer endnu. Send invitationer til at vokse dit rige!,Henüz krallık daveti yok. Krallığınızı büyütmek için davetiye gönderin!,Hali hech qanday shohlik taklifi yo'q. Shohligingizni rivojlantirish uchun taklifnomalarni yuboring!,Ingen rike invitasjoner ennå. Send ut invitasjoner for å utvide ditt rike!,Inga kungarikesinbjudningar än. Skicka ut inbjudningar för att växa ditt rike!,Nicio invitație pentru regat încă. Trimite invitații pentru a-ți crește regatul!
OFFERS,OFFERS,DES OFFRES,ПРЕДЛОЖЕНИЯ,AANBIEDINGEN,OFFERTE,OFERTAS,OFERTAS,オファー,ข้อเสนอ,제안,MGA ALOK,ƯU ĐÃI,TAWARAN,PENAWARAN,OFERUJE,优惠,優惠,TILBUD,TEKLİFLER,TAKLIFLAR,TILBUD,ERBJUDANDEN,PROMOȚII
HELP & INFO,HELP & INFO,AIDE & INFOS,ПОМОЩЬ И ИНФОРМАЦИЯ,HULP & INFO,AIUTO E INFORMAZIONI,AJUDA E INFORMAÇÕES,AYUDA E INFORMACIÓN,ヘルプと情報,ความช่วยเหลือและข้อมูล,도움말 및 정보,TULONG at IMPORMASYON,TRỢ GIÚP & THÔNG TIN,BANTUAN & INFO,BANTUAN & INFORMASI,POMOC I INFORMACJE,帮助和信息,幫助和資訊,HJÆLP & INFO,YARDIM VE BİLGİ,YORDAM VA MA'LUMOT,HJELP OG INFO,HJÄLP & INFO,AJUTOR și INFORMAȚII
LEGAL,LEGAL,LÉGAL,ЮРИДИЧЕСКИЙ,JURIDISCH,LEGALE,JURÍDICO,LEGAL,法律上の,ถูกกฎหมาย,합법적인,LEGAL,HỢP PHÁP,SAH,HUKUM,PRAWNY,合法的,合法的,GYLDIGE,YASAL,HUQUQIY,LOVLIG,RÄTTSLIG,LEGALE
JOIN VIP,JOIN VIP,REJOIGNEZ VIP,ПРИСОЕДИНЯЙТЕСЬ к VIP,Sluit je aan bij VIP,UNISCITI A VIP,JUNTE-SE AO VIP,ÚNETE VIP,VIPに参加する,เข้าร่วมวีไอพี,VIP 가입,SUMALI sa VIP,THAM GIA VIP,SERTAI VIP,GABUNG VIP,DOŁĄCZ DO VIPA,加入贵宾,加入貴賓,TILMELD dig VIP,VIP'YE KATILIN,VIP QO'SHILING,BLI MED I VIP,GÅ MED I VIP,ÎNSCRIEȚI-VĂ VIP
